timestamp,PV.DC Power,BESS.DC Power,Battery Group 1.DC Power,Battery Group 2.DC Power,Battery Group 3.DC Power,Battery Group 4.DC Power,Inverter.Active Power,L2 7650 Meter.Active Power,OASIS POI.Active Power
="2017-03-26 01:00:00",0.1,-1.0,-0.1,-0.5,-0.3,-0.1,-1.6,,-12.8
="2017-03-27 01:00:00",18.4,-3.3,-0.5,-1.2,-1.0,-0.6,12.5,,-1.4
="2017-03-28 01:00:00",0.4,-2.2,-0.0,-1.1,-0.7,-0.4,-4.5,,-20.2
="2017-03-29 01:00:00",12.2,-2.4,-0.1,-1.1,-0.8,-0.4,7.1,,-8.1
="2017-03-30 01:00:00",38.6,-3.2,-0.6,-1.1,-0.9,-0.6,32.5,,15.3
="2017-03-31 01:00:00",22.6,-3.3,-0.2,-1.8,-1.1,-0.2,16.5,,2.5
="2017-04-01 01:00:00",16.3,-2.3,-0.2,-0.9,-0.6,-0.5,11.3,,-4.1
="2017-04-02 01:00:00",54.9,-2.7,-0.3,-1.0,-0.8,-0.5,49.2,,33.6
="2017-04-03 01:00:00",47.9,-3.1,-0.3,-1.2,-1.0,-0.6,41.9,,25.8
="2017-04-04 01:00:00",13.1,-3.5,-0.3,-1.5,-1.1,-0.6,7.2,,-7.5
="2017-04-05 01:00:00",2.5,-3.3,-0.5,-1.3,-1.0,-0.5,-3.1,,-19.2
="2017-04-06 01:00:00",6.9,-1.0,0.3,-0.8,-0.4,-0.0,3.8,,-10.5
="2017-04-07 01:00:00",11.3,-7.4,-1.1,-3.4,-1.8,-1.1,1.9,,-11.0
="2017-04-08 01:00:00",7.9,-2.8,-0.2,-1.2,-0.9,-0.5,2.6,,-8.3
="2017-04-09 01:00:00",27.1,-2.4,-0.4,-0.8,-0.7,-0.4,22.1,,11.2
="2017-04-10 01:00:00",22.6,-2.8,-0.2,-1.1,-0.9,-0.5,17.3,,5.0
="2017-04-11 01:00:00",54.9,-3.5,-0.5,-1.4,-1.0,-0.6,48.5,,34.1
="2017-04-12 01:00:00",9.7,-3.3,-0.3,-1.4,-1.0,-0.5,4.1,,-9.4
="2017-04-13 01:00:00",20.6,-3.1,-0.3,-1.4,-0.9,-0.5,14.9,,0.4
="2017-04-14 01:00:00",36.4,-3.2,-0.4,-1.4,-0.9,-0.5,30.4,,18.6
="2017-04-15 01:00:00",21.8,0.4,0.2,0.0,0.1,0.1,19.6,,9.1
="2017-04-16 01:00:00",41.9,-3.2,-0.5,-1.2,-0.9,-0.6,36.3,,27.0
="2017-04-17 01:00:00",14.9,-3.7,-0.3,-1.7,-1.2,-0.5,9.3,,-0.0
="2017-04-18 01:00:00",25.5,-6.7,-0.9,-2.6,-1.8,-1.3,16.6,,4.2
="2017-04-19 01:00:00",14.1,-3.7,-0.5,-1.6,-1.1,-0.5,8.2,,-5.1
="2017-04-20 01:00:00",25.8,-3.6,-0.4,-1.6,-1.0,-0.7,20.2,,7.4
="2017-04-21 01:00:00",57.5,-3.1,-0.5,-1.0,-1.0,-0.6,51.7,,37.3
="2017-04-22 01:00:00",2.8,-2.8,-0.3,-1.2,-0.9,-0.4,-2.2,,-11.2
="2017-04-23 01:00:00",23.9,-3.3,-0.3,-1.4,-1.1,-0.6,18.3,,9.3
="2017-04-24 01:00:00",45.5,-3.3,-0.5,-1.3,-0.9,-0.5,40.5,,24.8
="2017-04-25 01:00:00",16.6,-3.5,-0.4,-1.4,-1.1,-0.7,10.1,,-1.6
="2017-04-26 01:00:00",40.8,-3.5,-0.6,-1.2,-1.0,-0.8,34.8,,22.3
="2017-04-27 01:00:00",36.2,-2.7,-0.2,-1.4,-0.8,-0.4,31.2,,20.1
="2017-04-28 01:00:00",32.5,-3.0,-0.4,-0.9,-0.9,-0.8,27.8,,16.7
="2017-04-29 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.4
="2017-04-30 01:00:00",-0.0,-1.1,-0.3,-0.3,-0.3,-0.2,-1.5,,-9.8
="2017-05-01 01:00:00",12.4,-2.3,-0.1,-1.0,-0.8,-0.5,7.9,,-5.9
="2017-05-02 01:00:00",50.5,-3.4,-0.4,-1.4,-1.0,-0.6,44.4,,32.7
="2017-05-03 01:00:00",4.7,-2.8,-0.3,-1.1,-0.8,-0.6,-0.5,,-14.1
="2017-05-04 01:00:00",55.2,-3.3,-0.5,-1.1,-1.0,-0.7,49.2,,35.8
="2017-05-05 01:00:00",16.7,-2.8,-0.2,-1.2,-0.9,-0.4,11.7,,-3.3
="2017-05-06 01:00:00",62.6,0.9,0.5,-0.1,0.1,0.3,60.2,,45.8
="2017-05-07 01:00:00",53.3,-3.8,-1.4,-0.9,-0.8,-0.6,46.7,,34.4
="2017-05-08 01:00:00",45.4,-6.1,-0.0,-2.6,-1.9,-1.6,36.7,,24.3
="2017-05-09 01:00:00",45.3,-2.6,0.0,-1.1,-0.8,-0.6,40.0,,27.2
="2017-05-10 01:00:00",27.4,-4.3,-0.1,-2.3,-1.1,-0.8,20.8,,5.8
="2017-05-11 01:00:00",9.7,-2.6,0.0,-1.2,-0.8,-0.5,5.0,,-7.5
="2017-05-12 01:00:00",33.1,-3.0,0.0,-1.4,-0.8,-0.8,27.4,,16.0
="2017-05-13 01:00:00",34.7,-3.2,0.0,-1.2,-1.0,-0.9,28.9,,19.2
="2017-05-14 01:00:00",33.9,-2.6,0.0,-1.0,-0.7,-0.9,28.7,,19.0
="2017-05-15 01:00:00",9.2,-2.2,0.0,-1.1,-0.5,-0.5,4.6,,-9.3
="2017-05-16 01:00:00",33.6,-1.8,0.0,-0.9,-0.5,-0.4,29.2,,16.8
="2017-05-17 01:00:00",23.9,-3.6,0.0,-1.8,-1.0,-0.8,17.8,,5.3
="2017-05-18 01:00:00",37.6,-2.6,0.0,-1.0,-0.9,-0.7,32.4,,20.6
="2017-05-19 01:00:00",40.3,-2.2,0.0,-1.1,-0.7,-0.5,35.6,,23.4
="2017-05-20 01:00:00",64.4,-2.4,0.0,-1.0,-0.8,-0.7,59.1,,45.9
="2017-05-21 01:00:00",54.2,-2.8,0.0,-1.2,-0.9,-0.7,48.9,,35.7
="2017-05-22 01:00:00",53.6,-2.4,0.0,-1.0,-0.8,-0.6,49.1,,33.0
="2017-05-23 01:00:00",66.1,-2.6,0.0,-1.3,-0.8,-0.5,61.0,,49.0
="2017-05-24 01:00:00",54.2,-2.0,0.0,-0.9,-0.6,-0.5,49.3,,33.7
="2017-05-25 01:00:00",64.7,-2.8,0.0,-1.2,-0.9,-0.7,58.8,,44.6
="2017-05-26 01:00:00",52.7,-1.4,0.0,-0.4,-0.3,-0.8,48.6,,33.9
="2017-05-27 01:00:00",46.5,-0.3,0.0,0.0,0.0,-0.3,43.8,,32.9
="2017-05-28 01:00:00",20.5,-1.8,-0.0,-1.1,-0.5,-0.1,17.7,,7.7
="2017-05-29 01:00:00",56.4,-2.3,0.0,-0.9,-0.7,-0.7,51.8,,39.9
="2017-05-30 01:00:00",11.4,-3.7,0.0,-1.4,-1.3,-1.0,5.9,,-9.9
="2017-05-31 01:00:00",31.9,-2.5,0.0,-1.2,-0.7,-0.6,27.2,,11.6
="2017-06-01 01:00:00",22.1,-3.3,0.0,-1.5,-1.0,-0.8,16.9,,6.8
="2017-06-02 01:00:00",34.0,-2.5,0.0,-1.1,-0.8,-0.6,29.5,,17.4
="2017-06-03 01:00:00",36.8,-4.0,0.0,-1.9,-1.3,-0.9,30.8,,17.9
="2017-06-04 01:00:00",60.9,-2.6,0.0,-1.1,-0.7,-0.8,55.7,,44.5
="2017-06-05 01:00:00",68.4,-3.1,0.0,-1.3,-1.0,-0.8,62.8,,46.4
="2017-06-06 01:00:00",37.5,-2.6,0.0,-1.2,-0.8,-0.6,33.2,,19.0
="2017-06-07 01:00:00",37.9,-2.7,0.0,-1.2,-0.9,-0.6,33.4,,20.7
="2017-06-08 01:00:00",10.9,-2.5,0.0,-1.1,-0.7,-0.7,6.5,,-5.0
="2017-06-09 01:00:00",44.3,-3.1,0.0,-1.2,-1.0,-0.8,39.1,,26.4
="2017-06-10 01:00:00",35.2,-2.8,0.0,-1.2,-0.8,-0.7,30.4,,17.0
="2017-06-11 01:00:00",50.1,-2.9,0.0,-1.2,-0.9,-0.7,44.6,,32.1
="2017-06-12 01:00:00",48.3,-3.0,0.0,-1.3,-1.0,-0.8,42.8,,29.3
="2017-06-13 01:00:00",17.2,-3.4,0.0,-1.3,-1.1,-1.0,11.7,,-2.1
="2017-06-14 01:00:00",28.3,-2.8,0.0,-1.4,-0.9,-0.5,23.4,,9.5
="2017-06-15 01:00:00",8.0,-2.2,0.0,-0.9,-0.6,-0.7,4.4,,-7.2
="2017-06-16 01:00:00",17.9,0.0,0.0,0.0,0.0,0.0,16.2,,8.4
="2017-06-17 01:00:00",35.8,0.0,0.0,0.0,0.0,0.0,32.4,,22.2
="2017-06-18 01:00:00",10.8,0.0,0.0,0.0,0.0,0.0,7.5,,-2.4
="2017-06-19 01:00:00",33.6,-2.9,-0.8,-0.8,-0.7,-0.6,28.6,,17.5
="2017-06-20 01:00:00",47.1,-3.4,0.0,-1.6,-1.1,-0.7,41.7,,28.8
="2017-06-21 01:00:00",60.6,-3.1,0.0,-1.3,-1.0,-0.8,55.0,,42.3
="2017-06-22 01:00:00",61.9,-4.2,0.0,-2.2,-1.1,-0.8,55.4,,42.9
="2017-06-23 01:00:00",36.6,-2.3,0.0,-1.0,-0.7,-0.5,32.8,,19.2
="2017-06-24 01:00:00",26.6,-1.5,0.0,-0.5,-0.4,-0.6,24.1,,13.6
="2017-06-25 01:00:00",25.3,-2.1,-0.3,-0.8,-0.7,-0.4,22.0,,10.8
="2017-06-26 01:00:00",33.4,-1.6,0.0,-0.6,-0.5,-0.5,30.5,,19.0
="2017-06-27 01:00:00",56.6,-2.5,0.0,-1.1,-0.8,-0.6,52.4,,37.1
="2017-06-28 01:00:00",55.1,-3.1,0.0,-1.3,-1.0,-0.9,49.8,,36.5
="2017-06-29 01:00:00",42.0,-2.7,0.0,-1.3,-0.9,-0.6,37.5,,20.8
="2017-06-30 01:00:00",37.8,-2.7,0.0,-1.2,-0.9,-0.6,33.6,,22.4
="2017-07-01 01:00:00",46.5,-3.3,0.0,-1.5,-0.9,-0.9,41.4,,28.0
="2017-07-02 01:00:00",41.7,-1.8,0.0,-0.5,-0.6,-0.6,38.5,,27.3
="2017-07-03 01:00:00",62.0,-2.7,0.0,-1.1,-0.9,-0.7,57.5,,45.7
="2017-07-04 01:00:00",46.4,-2.5,0.0,-1.2,-0.9,-0.4,42.1,,28.4
="2017-07-05 01:00:00",31.9,-2.7,0.0,-1.2,-0.7,-0.8,27.7,,13.9
="2017-07-06 01:00:00",37.1,-2.7,0.0,-1.0,-1.0,-0.7,32.8,,18.7
="2017-07-07 01:00:00",56.2,-3.0,0.0,-1.3,-0.9,-0.9,51.2,,39.3
="2017-07-08 01:00:00",44.2,-2.2,0.0,-1.0,-0.8,-0.5,40.2,,29.2
="2017-07-09 01:00:00",43.5,-3.1,0.0,-1.4,-1.0,-0.8,38.8,,28.6
="2017-07-10 01:00:00",43.8,-3.1,0.0,-1.2,-1.0,-0.9,39.0,,27.5
="2017-07-11 01:00:00",49.8,0.1,-0.7,-0.1,0.2,0.6,48.4,,31.6
="2017-07-12 01:00:00",30.7,-7.5,-0.3,-2.6,-2.3,-2.2,22.9,,12.0
="2017-07-13 01:00:00",31.2,-5.2,0.0,-2.3,-1.6,-1.3,25.3,,14.9
="2017-07-14 01:00:00",50.3,-4.1,0.0,-1.9,-1.2,-1.0,45.2,,33.9
="2017-07-15 01:00:00",53.0,-1.3,0.0,-0.0,-0.0,-1.3,48.8,,36.2
="2017-07-16 01:00:00",45.0,-1.4,0.0,0.0,0.0,-1.4,40.4,,27.8
="2017-07-17 01:00:00",35.6,-4.0,-0.0,-1.5,-1.1,-1.4,30.4,,18.7
="2017-07-18 01:00:00",59.9,-2.9,0.0,-1.1,-1.0,-0.8,56.0,,41.2
="2017-07-19 01:00:00",41.1,-2.9,0.0,-1.3,-0.9,-0.7,37.5,,24.2
="2017-07-20 01:00:00",43.4,-4.1,0.0,-1.7,-1.3,-1.2,38.3,,24.9
="2017-07-21 01:00:00",29.4,-3.6,0.0,-1.5,-1.1,-0.9,25.0,,11.6
="2017-07-22 01:00:00",17.3,-1.5,0.0,-0.4,-0.3,-0.8,13.7,,2.8
="2017-07-23 01:00:00",56.6,-1.4,0.0,0.0,0.0,-1.4,52.1,,40.9
="2017-07-24 01:00:00",60.1,-4.2,0.0,-1.6,-1.1,-1.6,54.0,,41.0
="2017-07-25 01:00:00",57.0,-2.5,0.0,-1.0,-0.8,-0.7,53.5,,41.8
="2017-07-26 01:00:00",50.1,-3.6,0.0,-1.6,-1.1,-0.9,45.7,,32.4
="2017-07-27 01:00:00",54.8,-3.9,0.0,-1.7,-1.2,-1.0,49.7,,36.3
="2017-07-28 01:00:00",60.6,-3.4,0.0,-1.4,-1.1,-0.9,55.8,,43.7
="2017-07-29 01:00:00",62.0,-0.9,0.0,0.0,0.0,-1.0,58.1,,44.5
="2017-07-30 01:00:00",48.7,-4.7,-0.9,-1.4,-1.1,-1.3,42.2,,28.2
="2017-07-31 01:00:00",45.2,-2.5,0.0,-1.0,-0.8,-0.7,41.7,,27.1
="2017-08-01 01:00:00",44.1,-3.7,0.0,-1.8,-1.1,-0.8,39.8,,27.7
="2017-08-02 01:00:00",44.3,-3.7,0.0,-1.6,-1.2,-0.9,39.6,,27.0
="2017-08-03 01:00:00",38.2,-3.9,0.0,-1.5,-1.2,-1.2,33.3,,19.5
="2017-08-04 01:00:00",,,,,,,,,
="2017-08-05 01:00:00",,,,,,,,,
="2017-08-06 01:00:00",,,,,,,,,
="2017-08-07 01:00:00",34.5,-2.2,0.8,-1.0,-1.1,-0.9,30.8,,18.3
="2017-08-08 01:00:00",31.9,0.2,-0.1,0.1,0.1,0.1,30.5,,17.8
="2017-08-09 01:00:00",29.4,0.3,0.0,0.1,0.1,0.1,27.9,,17.6
="2017-08-10 01:00:00",62.9,-8.9,0.0,-3.1,-3.1,-2.8,52.4,,36.0
="2017-08-11 01:00:00",51.8,-10.8,0.0,-4.1,-4.0,-2.7,39.0,,24.7
="2017-08-12 01:00:00",28.1,0.9,0.0,0.2,0.3,0.4,26.6,,14.8
="2017-08-13 01:00:00",20.0,-7.7,0.0,-2.9,-2.6,-2.2,10.5,,-0.6
="2017-08-14 01:00:00",36.7,-1.2,0.0,-0.5,-0.4,-0.3,33.1,,20.8
="2017-08-15 01:00:00",45.6,-1.8,0.0,-0.6,-0.6,-0.5,41.3,,26.2
="2017-08-16 01:00:00",41.8,-3.3,0.0,-1.4,-1.2,-0.7,36.5,,25.4
="2017-08-17 01:00:00",49.9,-6.5,0.0,-2.6,-2.2,-1.8,41.3,,29.0
="2017-08-18 01:00:00",21.4,-1.7,0.0,-0.7,-0.5,-0.5,18.3,,6.6
="2017-08-19 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.3
="2017-08-20 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.8
="2017-08-21 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.8
="2017-08-22 01:00:00",35.2,-2.7,0.0,-1.5,-0.6,-0.5,31.9,,17.0
="2017-08-23 01:00:00",13.1,-1.1,0.0,-0.4,-0.5,-0.3,11.3,,0.0
="2017-08-24 01:00:00",42.4,-3.7,0.0,-1.5,-1.2,-1.0,36.7,,24.0
="2017-08-25 01:00:00",31.0,-1.8,0.0,-0.8,-0.6,-0.5,27.9,,12.8
="2017-08-26 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.4
="2017-08-27 01:00:00",,,,,,,,,
="2017-08-28 01:00:00",36.5,-1.0,0.0,-0.4,-0.3,-0.3,34.9,,23.3
="2017-08-29 01:00:00",20.6,-0.9,0.0,-0.4,-0.3,-0.3,19.3,,8.3
="2017-08-30 01:00:00",31.0,-1.8,0.0,-0.8,-0.6,-0.4,28.1,,12.5
="2017-08-31 01:00:00",26.4,-2.1,0.0,-0.8,-0.7,-0.6,23.0,,10.3
="2017-09-01 01:00:00",37.2,-1.4,0.0,-0.7,-0.5,-0.2,35.2,,22.1
="2017-09-02 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-7.5
="2017-09-03 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-8.0
="2017-09-04 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-9.0
="2017-09-05 01:00:00",7.7,-2.3,0.0,-0.9,-0.7,-0.7,4.6,,-7.5
="2017-09-06 01:00:00",20.7,-3.2,0.0,-1.3,-1.1,-0.8,15.8,,2.6
="2017-09-07 01:00:00",22.0,-2.4,0.0,-1.0,-0.8,-0.6,17.9,,-0.4
="2017-09-08 01:00:00",9.4,-4.2,0.0,-1.8,-1.4,-1.0,3.5,,-11.1
="2017-09-09 01:00:00",-0.0,-3.0,0.0,-1.2,-0.9,-0.8,-5.0,,-17.7
="2017-09-10 01:00:00",38.5,-2.9,0.0,-1.2,-0.9,-0.7,33.5,,19.4
="2017-09-11 01:00:00",46.8,-3.1,0.0,-1.2,-1.0,-0.8,41.4,,25.7
="2017-09-12 01:00:00",45.6,-17.5,0.0,-6.6,-6.3,-4.6,26.6,,7.0
="2017-09-13 01:00:00",42.5,-2.9,0.0,-1.1,-0.9,-0.9,37.3,,20.1
="2017-09-14 01:00:00",31.0,-2.1,0.0,-0.9,-0.7,-0.5,27.1,,10.5
="2017-09-15 01:00:00",35.1,-0.0,0.0,-0.0,-0.0,-0.0,33.2,,18.4
="2017-09-16 01:00:00",28.4,-0.0,0.0,-0.0,0.0,0.0,26.2,,14.4
="2017-09-17 01:00:00",7.3,-0.2,0.0,-0.3,0.1,0.0,5.3,,-4.8
="2017-09-18 01:00:00",31.5,-15.4,-3.4,-5.1,-3.9,-3.0,14.4,,0.0
="2017-09-19 01:00:00",9.6,-3.9,-0.5,-1.5,-1.2,-0.7,4.0,,-10.0
="2017-09-20 01:00:00",39.3,-2.8,-0.5,-1.0,-0.8,-0.5,34.4,,16.1
="2017-09-21 01:00:00",12.8,-5.3,-0.7,-2.0,-1.6,-1.0,4.9,,-15.2
="2017-09-22 01:00:00",27.8,-2.1,-0.5,-0.6,-0.5,-0.4,24.5,,10.0
="2017-09-23 01:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-14.4
="2017-09-24 01:00:00",22.3,-1.7,-0.3,-0.5,-0.5,-0.4,19.6,,9.5
="2017-09-25 01:00:00",10.5,-3.5,-0.4,-1.4,-1.1,-0.5,5.4,,-8.7
="2017-09-26 01:00:00",34.6,-3.5,-0.6,-1.2,-1.0,-0.8,29.1,,10.7
="2017-09-27 01:00:00",38.0,-3.6,-0.5,-1.3,-1.1,-0.7,32.5,,16.8
="2017-09-28 01:00:00",36.9,-3.8,-0.6,-1.4,-1.1,-0.8,31.3,,15.2
="2017-09-29 01:00:00",-0.1,-3.6,-0.6,-1.3,-1.1,-0.7,-5.7,,-21.8
="2017-09-30 01:00:00",15.9,-3.1,-0.5,-1.2,-0.9,-0.6,11.0,,-0.1
="2017-10-01 01:00:00",30.7,-3.6,-0.5,-1.3,-1.0,-0.7,25.0,,13.9
="2017-10-02 01:00:00",37.2,-3.6,-0.5,-1.3,-1.0,-0.7,31.5,,16.0
="2017-10-03 01:00:00",37.3,-3.3,-0.4,-1.3,-1.0,-0.7,31.8,,15.3
="2017-10-04 01:00:00",35.9,-3.1,-0.4,-1.2,-0.9,-0.6,30.6,,12.3
="2017-10-05 01:00:00",35.1,-4.0,-0.6,-1.4,-1.1,-0.8,29.1,,15.9
="2017-10-06 01:00:00",4.8,-2.6,-0.3,-1.0,-0.8,-0.5,1.2,,-11.5
="2017-10-07 01:00:00",14.6,3.2,1.2,0.1,0.7,1.1,15.8,,4.4
="2017-10-08 01:00:00",33.4,-4.7,-1.0,-1.6,-1.1,-1.1,26.6,,16.1
="2017-10-09 01:00:00",28.1,-3.5,-0.6,-1.3,-0.8,-0.8,22.7,,12.7
="2017-10-10 01:00:00",14.8,-8.6,-1.5,-2.9,-2.3,-1.9,4.3,,-10.4
="2017-10-11 01:00:00",12.9,-3.1,-0.5,-1.0,-0.9,-0.7,7.6,,-8.0
="2017-10-12 01:00:00",6.9,-3.6,-0.3,-1.5,-1.2,-0.6,1.3,,-13.8
="2017-10-13 01:00:00",25.7,-2.3,-0.2,-1.1,-0.6,-0.3,21.1,,2.7
="2017-10-14 01:00:00",6.8,-3.2,-0.3,-1.4,-0.8,-0.7,1.1,,-18.8
="2017-10-15 01:00:00",0.0,-3.4,-0.4,-1.4,-0.4,-1.1,-6.2,,-17.7
="2017-10-16 01:00:00",0.0,2.8,1.0,0.3,0.8,0.8,0.5,,-18.6
="2017-10-17 01:00:00",27.5,-9.6,-2.0,-2.9,-2.6,-2.1,16.0,,-4.8
="2017-10-18 01:00:00",-0.1,-3.0,-0.3,-1.3,-0.9,-0.5,-5.2,,-22.7
="2017-10-19 01:00:00",-0.1,-3.1,-0.3,-1.3,-0.9,-0.6,-5.2,,-24.5
="2017-10-20 01:00:00",1.9,0.8,0.5,-0.3,0.1,0.5,0.7,,2.0
="2017-10-21 01:00:00",0.4,1.1,0.3,0.3,0.3,0.3,-1.8,,-8.6
="2017-10-22 01:00:00",14.9,-1.8,0.0,0.0,0.0,-1.8,9.4,,-4.0
="2017-10-23 01:00:00",9.0,-7.0,-1.7,-2.3,-2.1,-0.9,-0.4,,-14.0
="2017-10-24 01:00:00",28.8,-3.0,-0.4,-1.2,-0.9,-0.5,23.3,,8.3
="2017-10-25 01:00:00",1.7,-3.9,-0.6,-1.3,-1.1,-0.9,-4.3,,-19.2
="2017-10-26 01:00:00",18.6,-4.1,-0.5,-1.7,-1.2,-0.7,12.3,,-6.2
="2017-10-27 01:00:00",23.8,-3.2,-0.4,-1.3,-0.9,-0.6,18.1,,5.4
="2017-10-28 01:00:00",24.1,-2.7,-0.3,-1.1,-0.8,-0.5,18.9,,5.4
="2017-10-29 01:00:00",22.3,-3.5,-0.5,-1.2,-1.0,-0.8,16.3,,3.5
="2017-10-30 01:00:00",23.1,-3.7,-0.5,-1.4,-1.1,-0.8,17.0,,2.9
="2017-10-31 01:00:00",18.8,-3.2,-0.5,-1.2,-0.9,-0.6,13.2,,-1.2
="2017-11-01 01:00:00",14.8,-3.3,-0.4,-1.3,-1.0,-0.6,9.1,,-4.4
="2017-11-02 01:00:00",-0.0,-3.1,-0.3,-1.3,-1.0,-0.6,-5.4,,-21.6
="2017-11-03 01:00:00",8.0,-2.5,-0.2,-1.0,-0.8,-0.5,2.9,,-17.0
="2017-11-04 01:00:00",5.6,-3.3,-0.5,-1.3,-0.8,-0.6,-0.5,,-16.3
="2017-11-05 01:00:00",24.8,-2.2,-0.2,-0.9,-0.6,-0.4,20.2,,9.0
="2017-11-06 00:00:00",21.2,-2.4,-0.1,-1.5,-0.5,-0.2,17.8,,1.6
="2017-11-07 00:00:00",8.5,-1.9,-0.1,-0.8,-0.5,-0.5,4.9,,-14.1
="2017-11-08 00:00:00",0.0,-1.0,-0.3,-0.4,-0.2,-0.1,-2.0,,-17.1
="2017-11-09 00:00:00",3.6,-2.6,-0.3,-1.0,-0.7,-0.6,-0.4,,-15.5
="2017-11-10 00:00:00",14.8,-3.3,-0.4,-1.3,-0.9,-0.7,8.8,,-4.3
="2017-11-11 00:00:00",-0.0,-2.9,-0.3,-1.2,-0.8,-0.6,-5.2,,-16.5
="2017-11-12 00:00:00",0.7,-2.0,-0.2,-0.4,-0.3,-1.0,-4.1,,-17.4
="2017-11-13 00:00:00",5.0,-2.5,-0.1,-1.1,-0.8,-0.5,-0.3,,-10.0
="2017-11-14 00:00:00",-0.0,-2.9,-0.6,-1.0,-0.7,-0.6,-5.2,,-22.5
="2017-11-15 00:00:00",9.6,-3.0,-0.4,-1.2,-0.9,-0.6,3.9,,-12.1
="2017-11-16 00:00:00",6.1,-2.7,-0.2,-1.2,-0.8,-0.5,0.6,,-17.6
="2017-11-17 00:00:00",9.3,-3.5,-0.5,-1.2,-1.0,-0.8,3.2,,-12.5
="2017-11-18 00:00:00",3.3,-3.1,-0.5,-1.2,-0.8,-0.6,-2.4,,-17.9
="2017-11-19 00:00:00",0.5,-2.5,-0.2,-1.2,-0.8,-0.5,-4.6,,-16.9
="2017-11-20 00:00:00",5.3,-3.2,-0.3,-1.2,-0.9,-0.7,-0.5,,-16.8
="2017-11-21 00:00:00",-0.0,-3.2,-0.4,-1.2,-0.9,-0.7,-5.6,,-27.4
="2017-11-22 00:00:00",2.4,-3.0,-0.5,-1.2,-0.8,-0.5,-2.9,,-20.3
="2017-11-23 00:00:00",10.4,-2.6,-0.3,-0.9,-0.7,-0.6,5.7,,-12.6
="2017-11-24 00:00:00",1.7,-4.5,-0.6,-1.7,-1.2,-0.9,-4.8,,-20.5
="2017-11-25 00:00:00",4.0,-3.1,-0.5,-1.1,-0.9,-0.6,-1.5,,-14.2
="2017-11-26 00:00:00",1.4,-1.1,-0.1,-0.4,-0.3,-0.2,-1.7,,-14.1
="2017-11-27 00:00:00",11.6,-3.2,-0.3,-1.6,-0.8,-0.5,6.9,,-9.8
="2017-11-28 00:00:00",-0.0,-3.2,-0.5,-1.1,-0.8,-0.7,-5.0,,-22.3
="2017-11-29 00:00:00",-0.0,-2.0,-0.2,-0.7,-0.6,-0.5,-4.0,,-24.3
="2017-11-30 00:00:00",1.2,-5.2,-0.9,-2.0,-1.2,-1.1,-6.2,,-27.2
="2017-12-01 00:00:00",-0.0,-2.7,-0.3,-0.9,-0.8,-0.6,-4.8,,-22.2
="2017-12-02 00:00:00",1.8,-4.5,-0.5,-1.6,-1.4,-1.0,-5.1,,-20.5
="2017-12-03 00:00:00",6.8,-2.8,-0.3,-1.3,-0.8,-0.5,1.5,,-11.9
="2017-12-04 00:00:00",4.7,-4.1,-0.6,-1.7,-1.1,-0.7,-1.7,,-24.8
="2017-12-05 00:00:00",15.1,-3.5,-0.4,-1.5,-0.9,-0.8,9.1,,-9.2
="2017-12-06 00:00:00",15.0,-2.9,-0.4,-1.2,-0.7,-0.6,10.3,,-10.6
="2017-12-07 00:00:00",6.8,-3.7,-0.2,-2.1,-0.8,-0.6,1.6,,-15.7
="2017-12-08 00:00:00",3.7,-3.0,-0.4,-1.2,-0.7,-0.6,-1.7,,-21.0
="2017-12-09 00:00:00",11.3,-3.0,-0.3,-1.2,-0.9,-0.6,5.7,,-12.6
="2017-12-10 00:00:00",11.0,-3.1,-0.5,-1.2,-0.8,-0.6,5.3,,-13.2
="2017-12-11 00:00:00",14.2,-3.3,-0.2,-1.7,-0.8,-0.7,8.7,,-8.7
="2017-12-12 00:00:00",6.3,-3.1,-0.5,-1.2,-1.0,-0.4,0.8,,-18.5
="2017-12-13 00:00:00",9.1,-3.2,-0.3,-1.1,-0.9,-0.9,3.4,,-15.8
="2017-12-14 00:00:00",10.4,-2.9,-0.4,-1.2,-0.8,-0.5,4.9,,-15.0
="2017-12-15 00:00:00",-0.0,-2.4,-0.2,-0.9,-0.7,-0.6,-4.0,,-22.4
="2017-12-16 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-11.2
="2017-12-17 00:00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-15.9
="2017-12-18 00:00:00",5.6,-2.5,-0.5,-0.9,-0.7,-0.5,1.8,,-14.2
="2017-12-19 00:00:00",-0.0,-3.5,-0.3,-1.8,-0.8,-0.6,-5.7,,-22.1
="2017-12-20 00:00:00",1.3,-2.3,-0.4,-0.7,-0.7,-0.6,-3.4,,-25.0
